tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,Player1_entry,Player1_name,Player1_hand,Player1_ht,Player1_ioc,Player1_age,score,best_of,round,minutes,Player2_id,Player2_seed,Player2_entry,Player2_name,Player2_hand,Player2_ht,Player2_ioc,Player2_age,Player1_id,Player1_seed,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,Player2_rank,Player2_rank_points,Player1_rank,Player1_rank_points,Player2_streak,Player2_max_streak,y
2022-2807,Gijon,Hard,32,A,20221010,294,,Pablo Carreno Busta,R,188.0,ESP,31.2,4-6 6-3 7-6(16),3,QF,184.0,126239,,,Arthur Rinderknech,R,196.0,FRA,27.2,105807,2,14.0,2.0,124.0,95.0,65.0,15.0,16.0,4.0,5.0,3.0,1.0,93.0,61.0,45.0,22.0,15.0,2.0,3.0,56.0,852.0,15.0,2360.0,2,5,1
2024-7480,Los Cabos,Hard,32,A,20240219,298,,Stefanos Tsitsipas,R,193.0,GRE,25.5,6-4 7-6(4),3,SF,109.0,134770,4,,Casper Ruud,R,183.0,NOR,25.1,126774,2,5.0,0.0,70.0,40.0,35.0,17.0,11.0,5.0,5.0,12.0,1.0,71.0,40.0,32.0,16.0,11.0,0.0,1.0,12.0,2965.0,11.0,2990.0,5,18,1
2020-0495,Dubai,Hard,32,A,20200224,289,,Filip Krajinovic,R,185.0,SRB,27.9,7-6(3) 6-0,3,R16,100.0,126094,6,,Andrey Rublev,R,188.0,RUS,22.3,105936,,12.0,2.0,56.0,31.0,22.0,13.0,9.0,1.0,4.0,1.0,2.0,92.0,57.0,28.0,14.0,9.0,13.0,19.0,14.0,2219.0,33.0,1318.0,1,12,0
2021-0741,Eastbourne,Grass,32,A,20210621,299,LL,Max Purcell,R,185.0,AUS,23.2,6-1 3-6 6-1,3,SF,98.0,132283,3,,Lorenzo Sonego,R,191.0,ITA,26.1,126845,,5.0,2.0,77.0,52.0,42.0,12.0,12.0,0.0,1.0,3.0,2.0,60.0,37.0,25.0,9.0,11.0,0.0,4.0,27.0,2042.0,283.0,197.0,0,5,0
2020-0337,Vienna,Hard,32,A,20201026,273,Q,Norbert Gombos,R,193.0,SVK,30.2,6-3 6-2,3,R32,60.0,126094,5,,Andrey Rublev,R,188.0,RUS,23.0,105613,,11.0,0.0,47.0,32.0,26.0,11.0,9.0,0.0,0.0,5.0,1.0,50.0,31.0,20.0,8.0,8.0,1.0,4.0,8.0,3429.0,104.0,670.0,1,12,0
2021-9426,Antalya,Hard,32,A,20210105,284,,Laslo Djere,R,188.0,SRB,25.5,6-1 3-2 RET,3,R32,65.0,106220,,Q,Dimitar Kuzmanov,R,183.0,BUL,27.4,111513,,1.0,0.0,33.0,23.0,19.0,6.0,6.0,0.0,0.0,0.0,1.0,51.0,41.0,19.0,6.0,6.0,5.0,8.0,298.0,166.0,55.0,1068.0,0,3,0
2021-0414,Hamburg,Clay,32,A,20210712,299,,Laslo Djere,R,188.0,SRB,26.1,6-4 6-2,3,SF,94.0,105936,6,,Filip Krajinovic,R,185.0,SRB,29.3,111513,,3.0,0.0,50.0,35.0,27.0,10.0,9.0,1.0,2.0,3.0,6.0,74.0,44.0,27.0,11.0,9.0,8.0,12.0,44.0,1514.0,57.0,1168.0,0,5,0
2022-0407,Rotterdam,Hard,32,A,20220207,272,,Filip Krajinovic,R,185.0,SRB,29.9,3-6 6-3 6-2,3,R32,109.0,105916,,,Marton Fucsovics,R,188.0,HUN,29.9,105936,,5.0,5.0,70.0,39.0,29.0,17.0,13.0,2.0,5.0,1.0,3.0,87.0,55.0,33.0,15.0,13.0,2.0,7.0,38.0,1357.0,36.0,1414.0,1,7,0
2022-520,Roland Garros,Clay,128,G,20220523,219,,Daniil Medvedev,R,198.0,RUS,26.2,6-2 6-3 6-2,5,R16,,105227,20,,Marin Cilic,R,198.0,CRO,33.6,106421,2,5.0,0.0,70.0,39.0,35.0,18.0,13.0,0.0,0.0,4.0,5.0,75.0,45.0,28.0,15.0,12.0,2.0,7.0,23.0,1695.0,2.0,7980.0,0,7,0
2023-0500,Halle,Grass,32,A,20230619,287,,Denis Shapovalov,L,185.0,CAN,24.1,6-2 6-4,3,R16,75.0,100644,9,,Alexander Zverev,R,198.0,GER,26.1,133430,,7.0,3.0,53.0,34.0,28.0,11.0,9.0,0.0,0.0,3.0,3.0,50.0,28.0,21.0,8.0,9.0,3.0,6.0,22.0,1450.0,27.0,1290.0,8,17,1
2021-0421,Canada Masters,Hard,64,M,20210809,292,,Nikoloz Basilashvili,R,185.0,GEO,29.4,6-7(7) 6-4 6-4,3,R16,158.0,128034,7,,Hubert Hurkacz,R,196.0,POL,24.4,105932,,22.0,5.0,111.0,64.0,56.0,21.0,16.0,6.0,7.0,11.0,8.0,115.0,45.0,36.0,38.0,16.0,5.0,8.0,13.0,3118.0,43.0,1498.0,4,9,0
2021-0319,Kitzbuhel,Clay,32,A,20210726,294,Q,Jozef Kovalik,R,183.0,SVK,28.7,6-2 6-2,3,QF,88.0,124079,,,Pedro Martinez,R,185.0,ESP,24.2,106075,,0.0,1.0,45.0,29.0,22.0,9.0,8.0,1.0,2.0,2.0,2.0,55.0,24.0,12.0,13.0,8.0,6.0,11.0,97.0,816.0,131.0,633.0,0,5,0
2021-9569,San Diego,Hard,32,A,20210927,287,,Sebastian Korda,R,196.0,USA,21.2,6-4 6-3,3,R16,86.0,132283,9,,Lorenzo Sonego,R,191.0,ITA,26.3,200624,,7.0,0.0,72.0,43.0,34.0,14.0,10.0,6.0,7.0,2.0,4.0,47.0,23.0,19.0,11.0,9.0,0.0,3.0,23.0,2097.0,42.0,1459.0,0,5,0
2023-540,Wimbledon,Grass,128,G,20230703,197,,Alexander Zverev,R,198.0,GER,26.2,6-3 7-6(4) 7-6(5),5,R32,147.0,126610,,,Matteo Berrettini,R,196.0,ITA,27.2,100644,19,15.0,3.0,112.0,77.0,66.0,17.0,19.0,1.0,1.0,12.0,1.0,89.0,72.0,59.0,11.0,16.0,4.0,5.0,38.0,1082.0,21.0,1630.0,0,11,1
2021-9460,Singapore,Hard,32,A,20210222,276,,Marc Polmans,R,188.0,AUS,23.8,6-4 2-6 6-4,3,R32,138.0,106034,,,Yasutaka Uchiyama,R,183.0,JPN,28.5,117360,,9.0,0.0,97.0,64.0,44.0,19.0,14.0,5.0,7.0,7.0,4.0,81.0,57.0,40.0,14.0,14.0,2.0,4.0,109.0,701.0,129.0,546.0,0,1,0
2020-0352,Paris Masters,Hard,64,M,20201102,241,,Felix Auger Aliassime,R,193.0,CAN,20.2,6-0 3-6 6-3,3,R64,147.0,105227,,,Marin Cilic,R,198.0,CRO,32.0,200000,14,14.0,4.0,95.0,59.0,42.0,17.0,12.0,7.0,9.0,8.0,4.0,82.0,48.0,28.0,15.0,12.0,8.0,13.0,43.0,1280.0,21.0,2171.0,0,7,0
2020-560,Us Open,Hard,128,G,20200831,190,,Richard Gasquet,R,185.0,FRA,34.2,6-4 6-3 6-7(6) 7-5,5,R64,182.0,200282,21,,Alex De Minaur,R,183.0,AUS,21.5,104755,,11.0,8.0,137.0,80.0,64.0,27.0,10.0,6.0,9.0,8.0,3.0,135.0,83.0,52.0,26.0,9.0,6.0,12.0,28.0,1485.0,51.0,985.0,2,7,0
2023-9410,Astana,Hard,32,A,20230925,293,Q,Sho Shimabukuro,U,,JPN,26.1,7-6(5) 6-7(4) 6-1,3,R16,133.0,134868,1,,Tallon Griekspoor,R,188.0,NED,27.2,200647,,17.0,2.0,89.0,58.0,50.0,17.0,15.0,2.0,2.0,5.0,9.0,107.0,57.0,43.0,24.0,16.0,3.0,6.0,24.0,1446.0,148.0,416.0,4,8,1
2022-1536,Madrid Masters,Clay,64,M,20220502,260,,Alexander Bublik,R,196.0,KAZ,24.8,6-4 7-5,3,R64,76.0,200175,,,Miomir Kecmanovic,R,183.0,SRB,22.6,122330,,0.0,0.0,53.0,31.0,26.0,18.0,11.0,0.0,0.0,19.0,5.0,81.0,53.0,40.0,9.0,11.0,5.0,7.0,32.0,1291.0,33.0,1263.0,0,5,0
2021-520,Roland Garros,Clay,128,G,20210531,108,Q,Taro Daniel,R,191.0,JPN,28.3,6-0 6-4 4-6 6-4,5,R128,142.0,126610,9,,Matteo Berrettini,R,196.0,ITA,25.1,106121,,14.0,4.0,85.0,59.0,53.0,16.0,18.0,0.0,1.0,4.0,8.0,121.0,81.0,51.0,21.0,18.0,6.0,11.0,9.0,3958.0,113.0,716.0,0,11,0
2020-580,Australian Open,Hard,128,G,20200120,138,,Alexander Bublik,R,196.0,KAZ,22.5,6-4 6-3 6-2,5,R128,138.0,111442,,,Jordan Thompson,R,183.0,AUS,25.7,122330,,5.0,1.0,110.0,69.0,45.0,23.0,14.0,11.0,12.0,7.0,12.0,86.0,46.0,32.0,14.0,13.0,10.0,16.0,66.0,843.0,56.0,948.0,0,7,0
2021-7434,Sofia,Hard,32,A,20210927,284,,Vasek Pospisil,R,193.0,CAN,31.2,5-7 7-6(8) 6-3,3,R32,158.0,106078,,Q,Egor Gerasimov,R,196.0,BLR,28.8,105577,,16.0,9.0,126.0,80.0,60.0,24.0,17.0,9.0,11.0,15.0,3.0,104.0,67.0,55.0,17.0,16.0,8.0,10.0,112.0,709.0,68.0,1003.0,1,4,0
2023-2843,Adelaide 1,Hard,32,A,20230102,283,,Mikael Ymer,R,183.0,SWE,24.3,6-4 6-2,3,R32,94.0,126128,,Q,Roman Safiullin,R,185.0,RUS,25.4,144707,,4.0,3.0,65.0,40.0,31.0,13.0,9.0,5.0,5.0,2.0,3.0,61.0,36.0,20.0,13.0,9.0,5.0,8.0,88.0,606.0,69.0,739.0,0,5,1
2024-0506,Buenos Aires,Clay,32,A,20240212,298,SE,Federico Coria,R,180.0,ARG,31.9,6-2 6-3,3,SF,84.0,207680,,WC,Facundo Diaz Acosta,L,183.0,ARG,23.1,105948,,3.0,1.0,54.0,38.0,28.0,9.0,9.0,4.0,5.0,1.0,1.0,51.0,34.0,19.0,6.0,8.0,7.0,11.0,87.0,677.0,106.0,588.0,0,7,1
2023-0421,Canada Masters,Hard,64,M,20230807,273,,Ugo Humbert,L,188.0,FRA,25.1,7-6(7) 3-6 6-3,3,R32,148.0,126203,8,,Taylor Fritz,R,193.0,USA,25.7,200005,,10.0,9.0,108.0,60.0,46.0,23.0,15.0,8.0,11.0,13.0,4.0,93.0,58.0,45.0,17.0,15.0,5.0,8.0,9.0,3605.0,34.0,1233.0,1,8,1
2020-M004,Acapulco,Hard,32,A,20200224,270,Q,Jason Jung,R,178.0,TPE,30.6,7-6(6) 6-1,3,R32,72.0,100644,2,,Alexander Zverev,R,198.0,GER,22.8,105359,,12.0,8.0,54.0,38.0,32.0,8.0,10.0,0.0,2.0,0.0,2.0,58.0,38.0,25.0,9.0,9.0,3.0,7.0,7.0,3885.0,119.0,457.0,8,17,0
2023-560,Us Open,Hard,128,G,20230828,112,Q,Otto Virtanen,R,191.0,FIN,22.1,6-3 6-7(3) 1-6 6-4 7-6(5),5,R128,265.0,144869,30,,Tomas Martin Etcheverry,R,196.0,ARG,24.1,202261,,8.0,1.0,171.0,128.0,84.0,26.0,28.0,8.0,13.0,12.0,10.0,179.0,96.0,72.0,39.0,24.0,10.0,14.0,34.0,1250.0,133.0,456.0,0,5,1
2024-0410,Monte Carlo Masters,Clay,64,M,20240408,294,,Holger Rune,R,185.0,DEN,20.9,6-4 6-7(6) 6-3,3,QF,160.0,206173,2,,Jannik Sinner,R,188.0,ITA,22.6,208029,7,5.0,2.0,90.0,53.0,46.0,25.0,16.0,2.0,2.0,6.0,5.0,95.0,50.0,41.0,22.0,15.0,6.0,8.0,2.0,8710.0,7.0,3795.0,3,19,1
2022-0421,Canada Masters,Hard,64,M,20220808,270,,Carlos Alcaraz,R,185.0,ESP,19.2,6-7(4) 7-6(7) 6-3,3,R32,200.0,126205,,,Tommy Paul,R,185.0,USA,25.2,207989,2,4.0,3.0,130.0,85.0,55.0,24.0,17.0,8.0,11.0,4.0,4.0,125.0,82.0,55.0,19.0,16.0,15.0,19.0,34.0,1220.0,4.0,5035.0,4,6,1
2024-0425,Barcelona,Clay,64,A,20240415,281,PR,Rafael Nadal,L,185.0,ESP,37.8,7-5 6-1,3,R32,112.0,200282,4,,Alex De Minaur,R,183.0,AUS,25.1,104745,,2.0,3.0,54.0,28.0,21.0,17.0,9.0,2.0,3.0,0.0,1.0,73.0,50.0,29.0,8.0,10.0,4.0,9.0,11.0,3510.0,644.0,50.0,2,7,1
2024-0416,Rome Masters,Clay,128,M,20240506,251,Q,Botic Van De Zandschulp,R,188.0,NED,28.5,6-1 7-6(6),3,R64,124.0,200000,18,,Felix Auger Aliassime,R,193.0,CAN,23.7,122298,,3.0,6.0,88.0,54.0,39.0,14.0,10.0,5.0,7.0,3.0,5.0,59.0,28.0,17.0,16.0,9.0,4.0,8.0,20.0,1880.0,112.0,565.0,1,13,1
2021-0416,Rome Masters,Clay,64,M,20210510,259,,Alex De Minaur,R,183.0,AUS,22.2,6-4 6-3,3,R64,78.0,126149,,WC,Gianluca Mager,R,185.0,ITA,26.4,200282,,2.0,2.0,48.0,28.0,22.0,11.0,9.0,2.0,4.0,6.0,1.0,64.0,38.0,21.0,12.0,10.0,5.0,10.0,90.0,844.0,23.0,2315.0,0,4,0
2022-0352,Paris Masters,Hard,64,M,20221031,286,,Pablo Carreno Busta,R,188.0,ESP,31.3,6-4 6-4,3,R16,79.0,126205,,,Tommy Paul,R,185.0,USA,25.4,105807,14,4.0,0.0,57.0,38.0,29.0,13.0,10.0,0.0,1.0,3.0,0.0,64.0,52.0,34.0,3.0,10.0,9.0,12.0,31.0,1330.0,14.0,2450.0,4,6,1
2023-0416,Rome Masters,Clay,128,M,20230508,272,,Frances Tiafoe,R,188.0,USA,25.2,5-7 6-4 6-3,3,R32,156.0,207518,18,,Lorenzo Musetti,R,185.0,ITA,21.1,126207,12,9.0,2.0,106.0,78.0,52.0,14.0,15.0,9.0,12.0,4.0,7.0,109.0,55.0,38.0,23.0,16.0,6.0,11.0,19.0,1960.0,12.0,2755.0,0,6,1
2021-0605,Tour Finals,Hard,8,F,20211115,287,,Hubert Hurkacz,R,196.0,POL,24.7,6-2 6-4,3,RR,62.0,100644,3,,Alexander Zverev,R,198.0,GER,24.5,128034,7,11.0,0.0,48.0,37.0,32.0,5.0,9.0,0.0,0.0,11.0,0.0,54.0,35.0,22.0,8.0,9.0,4.0,7.0,3.0,6540.0,9.0,3706.0,8,17,0
2021-9426,Antalya,Hard,32,A,20210105,279,Q,Alex Molcan,L,178.0,SVK,23.0,7-5 6-4,3,R32,90.0,126409,,,Hugo Grenier,R,196.0,FRA,24.7,144684,,8.0,3.0,69.0,51.0,37.0,8.0,11.0,5.0,7.0,3.0,2.0,64.0,36.0,25.0,12.0,11.0,5.0,9.0,250.0,220.0,313.0,145.0,0,2,0
2023-0496,Marseille,Hard,32,A,20230220,280,,Elias Ymer,R,183.0,SWE,26.8,3-6 7-5 6-3,3,R32,135.0,133835,,Q,Gijs Brouwer,L,,NED,26.9,111200,,6.0,1.0,81.0,52.0,34.0,18.0,15.0,2.0,6.0,5.0,5.0,107.0,59.0,39.0,22.0,15.0,15.0,20.0,116.0,453.0,172.0,340.0,0,3,1
2022-580,Australian Open,Hard,128,G,20220117,180,,Alex Molcan,L,178.0,SVK,24.1,6-4 7-6(6) 0-6 6-1,5,R64,187.0,104665,,,Pablo Andujar,R,180.0,ESP,35.9,144684,,2.0,3.0,137.0,92.0,57.0,25.0,18.0,14.0,18.0,7.0,2.0,109.0,80.0,54.0,14.0,17.0,4.0,8.0,83.0,800.0,74.0,839.0,0,3,0
2023-0605,Tour Finals,Hard,8,A,20231113,290,,Andrey Rublev,R,188.0,RUS,26.0,7-5 6-2,3,RR,74.0,207989,2,,Carlos Alcaraz,R,185.0,ESP,20.5,126094,5,5.0,0.0,47.0,34.0,32.0,8.0,10.0,0.0,0.0,4.0,2.0,61.0,45.0,28.0,8.0,10.0,3.0,6.0,2.0,8455.0,5.0,4805.0,3,15,1
2021-580,Australian Open,Hard,128,G,20210208,168,,Emil Ruusuvuori,R,188.0,FIN,21.8,1-6 6-3 6-2 7-6(5),5,R64,189.0,124079,,,Pedro Martinez,R,185.0,ESP,23.7,200325,,5.0,5.0,120.0,81.0,52.0,21.0,18.0,5.0,10.0,10.0,3.0,119.0,77.0,44.0,21.0,18.0,8.0,14.0,87.0,810.0,86.0,816.0,0,5,0
2024-M-DC-2024-WG2-PO-VIE-RSA-01,Davis Cup WG2 PO: VIE vs RSA,Hard,4,D,20240202,2,,Linh Giang Trinh,R,183.0,VIE,26.4,4-6 6-3 4-0,3,RR,131.0,144748,,,Kris Van Wyk,U,,RSA,27.3,144775,,4.0,2.0,76.0,46.0,32.0,10.0,12.0,6.0,11.0,0.0,2.0,71.0,51.0,25.0,7.0,11.0,5.0,12.0,416.0,109.0,,,0,1,1
2024-M-DC-2024-WG1-PO-UZB-POL-01,Davis Cup WG1 PO: UZB vs POL,Hard,4,D,20240202,1,,Sergey Fomin,R,,UZB,22.9,6-2 6-1,3,RR,70.0,128034,,,Hubert Hurkacz,R,196.0,POL,26.9,200672,,7.0,2.0,55.0,35.0,26.0,11.0,8.0,1.0,1.0,1.0,2.0,64.0,38.0,23.0,8.0,7.0,5.0,9.0,8.0,3540.0,665.0,47.0,4,9,1
2020-0495,Dubai,Hard,32,A,20200224,298,,Daniel Evans,R,175.0,GBR,29.7,6-2 6-3,3,SF,81.0,126774,2,,Stefanos Tsitsipas,R,193.0,GRE,21.5,105554,,3.0,2.0,42.0,29.0,26.0,6.0,8.0,0.0,0.0,1.0,1.0,70.0,43.0,27.0,12.0,9.0,6.0,10.0,6.0,4745.0,37.0,1224.0,4,12,0
2023-M-DC-2023-QLS-M-SWE-BIH-01,Davis Cup QLS R1: SWE vs BIH,Hard,4,D,20230203,1,,Mirza Basic,R,188.0,BIH,31.5,6-4 7-5,3,RR,,144707,,,Mikael Ymer,R,183.0,SWE,24.3,105806,,,,,,,,,,,,,,,,,,,,60.0,831.0,394.0,117.0,2,5,1
2020-0499,Delray Beach,Hard,32,A,20200217,291,Q,Cameron Norrie,L,188.0,GBR,24.4,7-5 6-2,3,R16,81.0,206909,,WC,Brandon Nakashima,R,185.0,USA,18.5,111815,,3.0,0.0,55.0,28.0,21.0,18.0,10.0,1.0,2.0,3.0,4.0,63.0,37.0,20.0,15.0,10.0,3.0,7.0,294.0,139.0,60.0,885.0,0,5,0
2023-7434,Sofia,Hard,32,A,20231106,299,,Jan Lennard Struff,R,193.0,GER,33.5,6-3 6-4,3,SF,84.0,207733,,,Jack Draper,L,191.0,GBR,21.8,105526,3,10.0,2.0,67.0,37.0,29.0,15.0,10.0,7.0,8.0,10.0,2.0,53.0,30.0,22.0,10.0,9.0,1.0,4.0,82.0,706.0,28.0,1442.0,0,5,1
2023-560,Us Open,Hard,128,G,20230828,222,,Frances Tiafoe,R,188.0,USA,25.6,6-2 3-6 7-6(7) 6-2,5,QF,187.0,210097,,,Ben Shelton,L,,USA,20.8,126207,10,14.0,11.0,108.0,64.0,49.0,22.0,19.0,2.0,6.0,7.0,4.0,122.0,68.0,43.0,27.0,19.0,8.0,15.0,47.0,1015.0,10.0,3050.0,0,8,1
2023-0352,Paris Masters,Hard,64,M,20231030,259,WC,Benjamin Bonzi,R,185.0,FRA,27.3,7-5 6-3,3,R64,87.0,105583,,LL,Dusan Lajovic,R,180.0,SRB,33.3,126127,,6.0,1.0,72.0,48.0,35.0,11.0,11.0,5.0,7.0,8.0,2.0,65.0,36.0,24.0,11.0,10.0,4.0,8.0,48.0,933.0,77.0,738.0,0,5,1
2024-0717,Houston,Clay,32,A,20240401,297,,Brandon Nakashima,R,185.0,USA,22.6,7-5 7-6(9),3,QF,133.0,210097,1,,Ben Shelton,L,,USA,21.4,206909,,6.0,2.0,94.0,70.0,52.0,15.0,12.0,7.0,7.0,8.0,3.0,89.0,69.0,51.0,10.0,12.0,5.0,6.0,16.0,2260.0,92.0,655.0,0,8,1
2021-0425,Barcelona,Clay,64,A,20210419,298,,Jannik Sinner,R,188.0,ITA,19.6,6-3 6-3,3,SF,83.0,126774,2,,Stefanos Tsitsipas,R,193.0,GRE,22.6,206173,11,2.0,1.0,61.0,46.0,33.0,9.0,9.0,4.0,4.0,1.0,2.0,54.0,28.0,16.0,15.0,9.0,7.0,10.0,5.0,7860.0,19.0,2394.0,4,12,0
2022-0506,Buenos Aires,Clay,32,A,20220207,298,,Lorenzo Sonego,R,191.0,ITA,26.7,7-5 3-6 6-2,3,SF,176.0,106043,2,,Diego Schwartzman,R,170.0,ARG,29.4,132283,3,0.0,1.0,96.0,76.0,42.0,12.0,14.0,6.0,11.0,3.0,3.0,111.0,79.0,47.0,11.0,15.0,8.0,15.0,15.0,2550.0,22.0,1962.0,0,9,0
2022-0807,Acapulco,Hard,32,A,20220221,291,LL,Stefan Kozlov,R,183.0,USA,24.0,6-0 6-3,3,R16,76.0,104745,4,,Rafael Nadal,L,185.0,ESP,35.7,111578,,2.0,0.0,40.0,31.0,24.0,6.0,8.0,0.0,1.0,0.0,0.0,41.0,33.0,16.0,3.0,7.0,1.0,6.0,5.0,6515.0,130.0,506.0,1,16,0
2022-4138,Tel Aviv,Hard,32,A,20220926,292,Q,Edan Leshem,R,183.0,ISR,25.5,6-3 6-2,3,R16,80.0,105577,,LL,Vasek Pospisil,R,193.0,CAN,32.2,122548,,9.0,2.0,52.0,29.0,27.0,11.0,9.0,0.0,0.0,1.0,3.0,57.0,38.0,22.0,11.0,8.0,4.0,7.0,149.0,363.0,446.0,87.0,2,5,1
2023-9900,United Cup,Hard,18,A,20230102,212,,Francisco Cerundolo,R,185.0,ARG,24.3,6-4 6-2,3,RR,,126239,6,,Arthur Rinderknech,R,196.0,FRA,27.4,202103,17,2.0,1.0,64.0,43.0,30.0,11.0,9.0,0.0,0.0,1.0,3.0,57.0,37.0,22.0,10.0,9.0,4.0,7.0,44.0,952.0,30.0,1395.0,2,5,1
2022-0329,Tokyo,Hard,32,A,20221003,273,,Steve Johnson,R,188.0,USA,32.7,6-3 7-6(3),3,R32,81.0,133430,7,,Denis Shapovalov,L,185.0,CAN,23.4,105449,,11.0,2.0,50.0,38.0,37.0,8.0,10.0,0.0,0.0,8.0,3.0,75.0,49.0,33.0,16.0,11.0,3.0,5.0,22.0,1745.0,112.0,483.0,1,5,1
2023-0747,Beijing,Hard,32,A,20230927,279,WC,Juncheng Shang,L,,CHN,18.6,5-7 7-5 6-1,3,R32,141.0,106415,,SE,Yoshihito Nishioka,L,170.0,JPN,27.9,209992,,2.0,0.0,89.0,53.0,37.0,20.0,16.0,2.0,6.0,1.0,3.0,96.0,67.0,36.0,16.0,15.0,7.0,13.0,38.0,1175.0,160.0,397.0,3,6,1
2023-8998,Adelaide 2,Hard,32,A,20230109,293,,Andrey Rublev,R,188.0,RUS,25.2,6-4 3-6 6-3,3,R16,117.0,106423,,WC,Thanasi Kokkinakis,R,196.0,AUS,26.7,126094,1,17.0,1.0,70.0,44.0,38.0,16.0,14.0,0.0,1.0,10.0,4.0,90.0,55.0,42.0,15.0,14.0,3.0,5.0,110.0,522.0,6.0,3930.0,0,8,1
2023-7485,Antwerp,Hard,32,A,20231016,282,Q,Alexander Blockx,U,,BEL,18.5,6-4 7-6(3),3,R32,98.0,105870,5,,Yannick Hanfmann,R,193.0,GER,31.9,210696,,4.0,1.0,71.0,47.0,35.0,16.0,11.0,3.0,3.0,8.0,1.0,69.0,48.0,37.0,10.0,11.0,5.0,6.0,56.0,908.0,646.0,49.0,1,5,1
2021-0311,Queen's Club,Grass,32,A,20210614,278,PR,Yen Hsun Lu,R,180.0,TPE,37.8,6-4 7-6(3),3,R32,90.0,104926,8,,Fabio Fognini,R,178.0,ITA,34.0,104229,,5.0,3.0,65.0,35.0,24.0,22.0,11.0,1.0,2.0,1.0,2.0,69.0,39.0,24.0,19.0,11.0,0.0,2.0,29.0,1843.0,624.0,45.0,1,4,0
2022-0316,Bastad,Clay,32,A,20220711,292,,Hugo Gaston,L,173.0,FRA,21.7,6-2 6-4,3,R16,90.0,106234,,,Aslan Karatsev,R,185.0,RUS,28.8,200384,,4.0,6.0,62.0,34.0,25.0,16.0,9.0,5.0,6.0,1.0,2.0,66.0,43.0,25.0,10.0,9.0,5.0,9.0,40.0,1062.0,58.0,851.0,0,6,1
2023-540,Wimbledon,Grass,128,G,20230703,188,,Aslan Karatsev,R,185.0,RUS,29.8,6-7(4) 6-3 6-4 7-5,5,R64,172.0,126094,7,,Andrey Rublev,R,188.0,RUS,25.7,106234,,12.0,1.0,130.0,80.0,61.0,29.0,23.0,2.0,4.0,8.0,5.0,132.0,79.0,53.0,29.0,21.0,5.0,10.0,7.0,4255.0,50.0,888.0,1,12,1
2024-6932,Rio De Janeiro,Clay,32,A,20240219,273,,Sebastian Ofner,R,191.0,AUT,27.7,6-3 6-1,3,R32,67.0,144719,,,Jaume Munar,R,183.0,ESP,26.7,124116,8,2.0,1.0,47.0,36.0,27.0,5.0,8.0,3.0,4.0,2.0,2.0,49.0,26.0,13.0,7.0,8.0,4.0,9.0,73.0,776.0,37.0,1091.0,0,4,1
2021-0315,Newport,Grass,32,A,20210712,272,,Jurij Rodionov,L,191.0,AUT,22.1,7-5 6-3,3,R32,77.0,105216,,,Yuichi Sugita,R,173.0,JPN,32.8,200514,,3.0,0.0,57.0,36.0,31.0,11.0,11.0,2.0,3.0,8.0,5.0,60.0,29.0,21.0,16.0,10.0,2.0,5.0,111.0,713.0,138.0,572.0,0,2,0
2022-4138,Tel Aviv,Hard,32,A,20220926,298,,Constant Lestienne,R,180.0,FRA,30.3,7-5 6-3,3,SF,106.0,105227,2,,Marin Cilic,R,198.0,CRO,33.9,106005,,14.0,2.0,60.0,36.0,31.0,11.0,10.0,1.0,2.0,0.0,5.0,69.0,40.0,27.0,11.0,11.0,3.0,7.0,16.0,2345.0,68.0,722.0,0,7,1
2023-0425,Barcelona,Clay,64,A,20230417,271,Q,Jozef Kovalik,R,183.0,SVK,30.4,6-4 6-3,3,R32,80.0,133430,14,,Denis Shapovalov,L,185.0,CAN,24.0,106075,,13.0,4.0,68.0,45.0,34.0,11.0,10.0,7.0,7.0,2.0,0.0,53.0,38.0,26.0,7.0,9.0,1.0,3.0,28.0,1380.0,155.0,377.0,1,5,1
2021-0315,Newport,Grass,32,A,20210712,295,,Peter Gojowczyk,R,185.0,GER,31.9,6-0 6-3,3,QF,62.0,202385,,,Jenson Brooksby,R,188.0,USA,20.7,105376,,3.0,0.0,41.0,30.0,23.0,6.0,8.0,2.0,3.0,2.0,5.0,46.0,18.0,10.0,9.0,7.0,8.0,13.0,152.0,487.0,131.0,594.0,0,5,0
2024-1536,Madrid Masters,Clay,128,M,20240422,219,,Marcos Giron,R,180.0,USA,30.7,4-6 6-4 7-6(2),3,R128,136.0,126845,,,Max Purcell,R,185.0,AUS,26.0,106218,,6.0,2.0,100.0,52.0,40.0,27.0,16.0,2.0,4.0,9.0,1.0,97.0,59.0,45.0,20.0,16.0,2.0,4.0,80.0,731.0,51.0,995.0,1,3,1
2020-0506,Buenos Aires,Clay,32,A,20200210,294,,Guido Pella,L,185.0,ARG,29.7,6-4 7-6(4),3,QF,114.0,106228,,,Juan Ignacio Londero,R,180.0,ARG,26.4,105550,2,5.0,3.0,68.0,41.0,29.0,20.0,11.0,2.0,4.0,1.0,3.0,85.0,51.0,33.0,17.0,11.0,8.0,11.0,69.0,807.0,27.0,1560.0,0,3,0
